canonical_name,display_name,slug,longitude,latitude,site_type,country_code,short_description,source
Punta de Chimino,Punta de Chimino,punta-de-chimino,-90.19222222,16.43222222,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Sacul,Sacul,sacul,-89.3,16.583333333,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Xaman Ha',Xaman Ha',xaman-ha,-87.078397664,20.61875174,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Pacbitun,Pacbitun,pacbitun,-88.995,17.092,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q3361799,Q3361799,q3361799,-89.6752,13.9901,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
"Casa Blanca, El Salvador","Casa Blanca, El Salvador",casa-blanca-el-salvador,-89.672122222,13.988894444,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Santa Elena Poco Uinic,Santa Elena Poco Uinic,santa-elena-poco-uinic,-91.739021,16.587477,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Chitinamit,Chitinamit,chitinamit,-91.089166666,15.289166666,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Chocolá,Chocolá,chocolá,-91.45,14.583333333,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
El Tintal,El Tintal,el-tintal,-89.99583,17.57444,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
El Zotz,El Zotz,el-zotz,-89.8,17.28333333,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Chiapa de Corzo,Chiapa de Corzo,chiapa-de-corzo,-93.0,16.7,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Ucanal,Ucanal,ucanal,-89.35,16.86667,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Bejucal,Bejucal,bejucal,-89.667,17.417,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q3467062,Q3467062,q3467062,-89.67075,13.98305556,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Holmul,Holmul,holmul,-89.256,17.3,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Holmul,Holmul,holmul,-89.21667,17.3,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Hormiguero,Hormiguero,hormiguero,-89.485,18.40333,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Itzan,Itzan,itzan,-90.46667,16.56667,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
La Amelia,La Amelia,la-amelia,-90.42277778,16.52638889,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
La Blanca,La Blanca,la-blanca,-92.1386684,14.5951524,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Quelepa,Quelepa,quelepa,-88.22166667,13.52944444,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
"Blue Creek, archeological site","Blue Creek, archeological site",blue-creek-archeological-site,-88.89345,17.86799,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
El Chal,El Chal,el-chal,-89.65,16.63333333,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Baking Pot,Baking Pot,baking-pot,-89.01944444,17.20305556,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q5725009,Q5725009,q5725009,-89.616,17.225,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q5731519,Q5731519,q5731519,-89.66666667,13.96666667,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Cihuatán,Cihuatán,cihuatán,-89.165069444,13.981205555,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q5823124,Q5823124,q5823124,-88.78666667,18.77138889,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Ichkabal,Ichkabal,ichkabal,-88.668611111,18.684444444,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Kukab,Kukab,kukab,-89.412083,20.926389,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Ciudad Vieja,Ciudad Vieja,ciudad-vieja,-89.0325,13.859444444,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Los Naranjos,Los Naranjos,los-naranjos,-88.02273,14.94155,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Marco Gonzalez,Marco Gonzalez,marco-gonzalez,-88.014886955,17.881997703,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q839010,Q839010,q839010,-87.44194444,20.24063889,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Ka'Kabish,Ka'Kabish,kakabish,-88.72972,17.81611,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Kinal,Kinal,kinal,-89.24166667,17.7,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
La Blanca,La Blanca,la-blanca,-89.44222222,16.90361111,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Pusilha,Pusilha,pusilha,-89.19478,16.11294,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Tres Islas,Tres Islas,tres-islas,-90.05,16.2,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Nohmul,Nohmul,nohmul,-88.58475,18.21731,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Nohmul,Nohmul,nohmul,-88.584731,18.217356,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
San José Chactún,San José Chactún,san-josé-chactún,-90.00972222,20.52388889,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Santa Rita Corozal,Santa Rita Corozal,santa-rita-corozal,-88.395,18.40222222,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Santa Rita Corozal,Santa Rita Corozal,santa-rita-corozal,-88.39,18.41,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Yarumela,Yarumela,yarumela,-87.647633333,14.363705555,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Plaza of the Seven Temples,Plaza of the Seven Temples,plaza-of-the-seven-temples,-89.625775,17.21963056,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Pulltrouser Swamp,Pulltrouser Swamp,pulltrouser-swamp,-88.568590037,18.168853916,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Tayasal,Tayasal,tayasal,-89.892413,16.940251,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Xpuhil,Xpuhil,xpuhil,-89.40447222,18.51002778,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Chactún,Chactún,chactún,-89.508055555,18.455,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
"North Acropolis, Tikal","North Acropolis, Tikal",north-acropolis-tikal,-89.6234,17.2227,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
"Pomona, Tabasco","Pomona, Tabasco",pomona-tabasco,-91.3413,17.2905,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Wajxaklajun,Wajxaklajun,wajxaklajun,-91.48333333,15.83333333,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Bolonchén de Rejón,Bolonchén de Rejón,bolonchén-de-rejón,-89.7475,20.00417,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Buenavista del Cayo,Buenavista del Cayo,buenavista-del-cayo,-89.11667,17.11667,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q14205918,Q14205918,q14205918,-87.23389,20.49194,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Chan Chich,Chan Chich,chan-chich,-89.03333,17.55,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Chau Hiix,Chau Hiix,chau-hiix,-88.53333,17.76667,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Uxbentun,Uxbentun,uxbentun,-88.94694,16.2825,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Xnaheb,Xnaheb,xnaheb,-88.8,16.316666666,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Qʼumarkaj,Qʼumarkaj,qʼumarkaj,-91.171989,15.023528,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Chunhuhub,Chunhuhub,chunhuhub,-89.796365792,20.157255677,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Kiuic,Kiuic,kiuic,-89.5638,20.0928,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Cerro Quiac,Cerro Quiac,cerro-quiac,-91.440715,14.838993,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Cerro Quiac,Cerro Quiac,cerro-quiac,-91.433333333,14.833333333,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Jacinto Creek,Jacinto Creek,jacinto-creek,-88.803055555,16.204166666,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q21867199,Q21867199,q21867199,-88.333333333,17.633333333,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q21867383,Q21867383,q21867383,-89.0,16.266666666,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q21867384,Q21867384,q21867384,-89.024444444,17.091666666,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Actuncan,Actuncan,actuncan,-89.13663,17.10673,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q21870484,Q21870484,q21870484,-89.065,17.18,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q21870617,Q21870617,q21870617,-89.0,16.416666666,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Happy Home,Happy Home,happy-home,-88.88333,17.23333,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
"Central Acropolis, Tikal","Central Acropolis, Tikal",central-acropolis-tikal,-89.623331,17.221454,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25185652,Q25185652,q25185652,-91.74,16.038888888,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Sitio Arqueológico Los Bordos,Sitio Arqueológico Los Bordos,sitio-arqueológico-los-bordos,-92.155,14.763333333,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25185740,Q25185740,q25185740,-91.875833333,15.620833333,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25185937,Q25185937,q25185937,-92.03767,15.40366,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25185942,Q25185942,q25185942,-92.023611111,15.408333333,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25186231,Q25186231,q25186231,-91.555277777,16.061111111,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25186349,Q25186349,q25186349,-90.284444444,16.456111111,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25186352,Q25186352,q25186352,-90.267777777,16.454722222,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25186360,Q25186360,q25186360,-90.25793,16.46525,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25186413,Q25186413,q25186413,-90.533333333,16.015277777,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25186423,Q25186423,q25186423,-90.639166666,16.036388888,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25186660,Q25186660,q25186660,-90.668611111,16.028611111,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25187053,Q25187053,q25187053,-91.41091,16.05704,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25187055,Q25187055,q25187055,-91.40891,16.04449,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25187062,Q25187062,q25187062,-91.41385,16.00912,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25187067,Q25187067,q25187067,-91.09961,16.04597,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25187073,Q25187073,q25187073,-91.10318,16.03502,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25187078,Q25187078,q25187078,-91.12345,16.02358,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25187294,Q25187294,q25187294,-90.44553,17.13015,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25187313,Q25187313,q25187313,-90.74903,17.25623,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25187325,Q25187325,q25187325,-90.48087,17.18109,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25187405,Q25187405,q25187405,-90.8475,13.941944444,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25187410,Q25187410,q25187410,-89.714444444,14.309166666,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25187414,Q25187414,q25187414,-92.16163,14.58262,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25187422,Q25187422,q25187422,-89.28639,16.54694,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25192986,Q25192986,q25192986,-90.501111111,16.514722222,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25173856,Q25173856,q25173856,-89.8364,17.67962,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25175545,Q25175545,q25175545,-91.748333333,16.011388888,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25177482,Q25177482,q25177482,-90.4975,17.164722222,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25177893,Q25177893,q25177893,-89.73283,17.79197,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25178204,Q25178204,q25178204,-89.41,16.33667,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Pueblo Viejo,Pueblo Viejo,pueblo-viejo,-91.282777777,15.345,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25179903,Q25179903,q25179903,-91.297222222,17.181388888,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25180195,Q25180195,q25180195,-89.409722222,16.542222222,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25180366,Q25180366,q25180366,-90.811111111,17.2225,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25181624,Q25181624,q25181624,-90.17056,13.84333,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25181642,Q25181642,q25181642,-90.155,13.785277777,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25181648,Q25181648,q25181648,-90.130277777,13.7925,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25181664,Q25181664,q25181664,-90.269166666,13.814722222,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25181723,Q25181723,q25181723,-92.166666666,14.5175,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25181726,Q25181726,q25181726,-92.0434,14.58099,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25181727,Q25181727,q25181727,-92.00898,14.61471,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25181755,Q25181755,q25181755,-89.3175,16.175,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25181756,Q25181756,q25181756,-89.44417,16.19861,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25181759,Q25181759,q25181759,-89.265,16.27,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25181760,Q25181760,q25181760,-89.313333333,16.303611111,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25181809,Q25181809,q25181809,-91.17111,15.02389,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25181910,Q25181910,q25181910,-90.52864,16.47376,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Belejtzak,Belejtzak,belejtzak,-90.633333333,15.116666666,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25185634,Q25185634,q25185634,-89.936666666,17.809444444,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25185647,Q25185647,q25185647,-91.665833333,16.008611111,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25185648,Q25185648,q25185648,-91.650555555,16.005277777,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25185649,Q25185649,q25185649,-91.553333333,16.005833333,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25185650,Q25185650,q25185650,-91.554722222,16.053888888,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q25185651,Q25185651,q25185651,-91.742777777,16.027777777,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q27882576,Q27882576,q27882576,-88.232142,18.586681,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Chan Hol,Chan Hol,chan-hol,-87.566667,20.15,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q60967482,Q60967482,q60967482,-92.16667,14.5,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Tenampúa,Tenampúa,tenampúa,-87.550002777,14.233341666,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Buenavista del Cayo Site,Buenavista del Cayo Site,buenavista-del-cayo-site,-89.129848133,17.143172121,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Ixtutz,Ixtutz,ixtutz,-89.282,16.2856,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
San Bartolo,San Bartolo,san-bartolo,-89.40889,17.55167,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Ixkun,Ixkun,ixkun,-89.41111111,16.57361111,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
El Puente,El Puente,el-puente,-88.792166666,15.110277777,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
San Estevan,San Estevan,san-estevan,-88.51423056,18.13944167,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
San Estevan,San Estevan,san-estevan,-88.505,18.1425,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Ujuxte,Ujuxte,ujuxte,-92.0353,14.5385,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Barton Creek Cave,Barton Creek Cave,barton-creek-cave,-88.92805556,17.11277778,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Chamá,Chamá,chamá,-90.366282,15.74166,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Ixtonton,Ixtonton,ixtonton,-89.39024722,16.50436944,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
"Tipu, Belize","Tipu, Belize",tipu-belize,-89.080302775,17.079512443,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Chutixtiox,Chutixtiox,chutixtiox,-91.1227,15.2745,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Curucuitz,Curucuitz,curucuitz,-89.26,16.2831,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Ixcol,Ixcol,ixcol,-89.2457,16.3058,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Ixec,Ixec,ixec,-89.263,16.3021,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Santa Isabel,Santa Isabel,santa-isabel,-90.444246111,14.468748055,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Barton Ramie,Barton Ramie,barton-ramie,-88.972122068,17.210252693,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Blackman Eddy,Blackman Eddy,blackman-eddy,-88.915452503,17.210532503,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Las Ruinas de Arenal,Las Ruinas de Arenal,las-ruinas-de-arenal,-89.135582483,17.043253677,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q109042466,Q109042466,q109042466,-92.1,14.5,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Rio Amarillo,Rio Amarillo,rio-amarillo,-89.003055555,14.889444444,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Ocomtún,Ocomtún,ocomtún,-89.873978,18.838111,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Q123092050,Q123092050,q123092050,-86.778888299,21.071038369,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Noh Kah,Noh Kah,noh-kah,-88.4,18.55,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Valeriana,Valeriana,valeriana,-89.3175,18.9025,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
La Milpa,La Milpa,la-milpa,-88.98333,17.8,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Guinea Grass,Guinea Grass,guinea-grass,-88.63437,17.89474,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
Graciela,Graciela,graciela,-90.466666666,14.516666666,archaeological_site,,Archaeological site recorded in Wikidata.,Wikidata
